bank,review,rating,date,source,cleaned
CBE,Send money for some account but don't reserved Ball,5,2025-08-20,Google Play,send money for some account but dont reserved ball
CBE,very good🙏🙏,5,2025-08-19,Google Play,very good
CBE,I recognized thank you,5,2025-08-19,Google Play,i recognized thank you
CBE,Best feature!!,5,2025-08-19,Google Play,best feature
CBE,the saved account totally removed ..why????????,1,2025-08-19,Google Play,the saved account totally removed why
CBE,good bank Ethiopian very nic,5,2025-08-18,Google Play,good bank ethiopian very nic
CBE,this good app but screenshot must enable,4,2025-08-18,Google Play,this good app but screenshot must enable
CBE,በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,Google Play,remove update
CBE,change mobile banking CBE,5,2025-08-18,Google Play,change mobile banking cbe
CBE,The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,Google Play,the process of updating is not functioning easily installing is easy than updating screenshot should not be prevented it is an instant evidence needed for some transactions
CBE,Adisi Deti,5,2025-08-17,Google Play,adisi deti
CBE,this app is the good apps,5,2025-08-17,Google Play,this app is the good apps
CBE,አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,Google Play,recent transaction evene refresh transaction please
CBE,congra ethio,5,2025-08-15,Google Play,congra ethio
CBE,እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,Google Play,
CBE,I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,Google Play,i dont think it is compatible with the new android version 16 it fails to open please update it or find a solution
CBE,"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,Google Play,ohhhh you must upgrade transferring problem most of time when transfer from cbe mobile banking to tele birr account always suspending for 3 to 5 days please try to fix it
CBE,this APK Best for most of people,5,2025-08-13,Google Play,this apk best for most of people
CBE,good keep it up,5,2025-08-13,Google Play,good keep it up
CBE,very nice app,5,2025-08-12,Google Play,very nice app
CBE,Most of the time either the app or *889# don't work,2,2025-08-12,Google Play,most of the time either the app or 889 dont work
CBE,cbe. noor,2,2025-08-12,Google Play,cbe noor
CBE,why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,Google Play,why this app is logging in while your device is not connected to internet is it appropriate and it isnt exposed to hucking or malicious activity
CBE,በጣም አሪፍ ነው በርቱልን,5,2025-08-12,Google Play,
CBE,this is so good,5,2025-08-11,Google Play,this is so good
CBE,❤❤❤❤❤😂,5,2025-08-10,Google Play,
CBE,Very interesting 🤔,5,2025-08-10,Google Play,very interesting
CBE,very good app 👍👍👍 time saving and more accurate,5,2025-08-09,Google Play,very good app time saving and more accurate
CBE,"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,Google Play,i like your app to order atm card through it i get it new on your app
CBE,very bad app,1,2025-08-09,Google Play,very bad app
CBE,good 👍,5,2025-08-09,Google Play,good
CBE,it is the best transferring AP,5,2025-08-08,Google Play,it is the best transferring ap
CBE,it's good but add some more please,3,2025-08-08,Google Play,its good but add some more please
CBE,best servis app,4,2025-08-07,Google Play,best servis app
CBE,very useful to use it from any where in the world !,5,2025-08-07,Google Play,very useful to use it from any where in the world
CBE,it very good but why block the screen shoot,5,2025-08-07,Google Play,it very good but why block the screen shoot
CBE,Good app,5,2025-08-07,Google Play,good app
CBE,"the most disgusting app,",1,2025-08-07,Google Play,the most disgusting app
CBE,ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,Google Play,
CBE,"unexpected anomalies, unreliable as fintec app",2,2025-08-05,Google Play,unexpected anomalies unreliable as fintec app
CBE,best one,5,2025-08-05,Google Play,best one
CBE,awesome,5,2025-08-05,Google Play,awesome
CBE,so good,5,2025-08-04,Google Play,so good
CBE,worst experience,1,2025-08-04,Google Play,worst experience
CBE,The 1st one is CBE,5,2025-08-04,Google Play,the 1st one is cbe
BOA,🙏👍,5,2025-11-29,Google Play,
BOA,Very Good,5,2025-11-28,Google Play,very good
BOA,goof,5,2025-11-28,Google Play,goof
BOA,good!,5,2025-11-28,Google Play,good
BOA,good jop,5,2025-11-27,Google Play,good jop
BOA,bad exprience...it is so crushed,1,2025-11-27,Google Play,bad exprienceit is so crushed
BOA,not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,Google Play,not user friendly at all it requires a huge connectivity and also lags many times
BOA,ምንም የማይ ሰራ,1,2025-11-26,Google Play,
BOA,most of the time is not working properly,1,2025-11-25,Google Play,most of the time is not working properly
BOA,good service,5,2025-11-25,Google Play,good service
BOA,not use for me,3,2025-11-23,Google Play,not use for me
BOA,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,Google Play,it keeps notifying me to disable developer options and quiet while im not enabled always bring another type of problem with new updates
BOA,waw,5,2025-11-21,Google Play,waw
BOA,the lag is unbelievable when you need it the most this suks,1,2025-11-19,Google Play,the lag is unbelievable when you need it the most this suks
BOA,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,Google Play,i cant belive i could find the worst bank app ever yet very simple to fix the problem and the company just ignored it no body can do business with this kind of app
BOA,it is a good app,5,2025-11-18,Google Play,it is a good app
BOA,it is not working at all,1,2025-11-15,Google Play,it is not working at all
BOA,🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,Google Play,app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why
BOA,when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,Google Play,when trying to activate the app it keeps on loading on the security questions page it has been two days
BOA,fast and simple,5,2025-11-11,Google Play,fast and simple
BOA,best of best,5,2025-11-10,Google Play,best of best
BOA,Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,Google Play,worest banking app ever i seen fake app bad better to leave
BOA,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,Google Play,i would like to share feedback regarding the application it frequently experiences disruptions and does not function properly often freezing or failing to load this issue is affecting workflow and efficiency kindly review and address this problem to ensure smoother performance
BOA,Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,Google Play,meet you genuineapp i tried is not functionalhelpingwelldoingwith boa ethiopia fastandrelevantmorconnecting digitalyworlddigitalyworld thanks
BOA,"Barely works, it always fails to connect",1,2025-11-07,Google Play,barely works it always fails to connect
BOA,my fav app,5,2025-11-07,Google Play,my fav app
BOA,this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,Google Play,this app launch time is so long also has dozen bugs in addition its has been long time get update
BOA,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,Google Play,your application is very irritating to use some functionality doesnt even work like on the card management you need to do better than this and it good idea to reference other banking applications
BOA,I like,5,2025-11-02,Google Play,i like
BOA,ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,Google Play,
BOA,i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,Google Play,i m sorry but it doesnt work for my android it is too slow but other bank are very fast please update
BOA,"the worst app ever,",1,2025-10-30,Google Play,the worst app ever
BOA,better,5,2025-10-29,Google Play,better
BOA,"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,Google Play,i kindly request that bank of abyssinia address issues with its mobile app it is very slow has numerous problems and frequently experiences downtime the user experience is also poor thank you
BOA,this app can't open? what is problem? please solve my problem?,1,2025-10-28,Google Play,this app cant open what is problem please solve my problem
BOA,kiyaa makonn,5,2025-10-27,Google Play,kiyaa makonn
BOA,very very lazy app,1,2025-10-26,Google Play,very very lazy app
BOA,telebirr remittance,5,2025-10-24,Google Play,telebirr remittance
BOA,The best bank in 🇪🇹,5,2025-10-23,Google Play,the best bank in
BOA,its good,5,2025-10-22,Google Play,its good
BOA,the worst app in my financial experience.,1,2025-10-22,Google Play,the worst app in my financial experience
BOA,good for mb appliciation,5,2025-10-21,Google Play,good for mb appliciation
BOA,the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,Google Play,the worst bank ever slow dont accept dual sim they are very stupid and greedy
BOA,try to easy network,4,2025-10-17,Google Play,try to easy network
BOA,hussen hassen umer,5,2025-10-16,Google Play,hussen hassen umer
BOA,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,Google Play,the app is not suitable and lacks a good ui design as a large bank you must update your app with a professional ui that is fast and appropriate
BOA,an exceptional banking app.,5,2025-10-16,Google Play,an exceptional banking app
BOA,alhamdulilah,5,2025-10-11,Google Play,alhamdulilah
BOA,poor,5,2025-10-11,Google Play,poor
BOA,Best of best,5,2025-10-09,Google Play,best of best
BOA,from the last week updates the app is not working Please check the problems,1,2025-10-08,Google Play,from the last week updates the app is not working please check the problems
BOA,It's always crushing,1,2025-10-08,Google Play,its always crushing
BOA,office branches have to improve their services please,4,2025-10-07,Google Play,office branches have to improve their services please
BOA,♥️♥️,5,2025-10-05,Google Play,
BOA,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,Google Play,why does it keep crashing i cant even use this boa should do better you have many customers and how to deal with this i cant send money now
BOA,it needs a timely update,5,2025-10-03,Google Play,it needs a timely update
BOA,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,Google Play,it does not show the name of the person who sent the money to request a receipt this has become very difficult for us when different people transfer the same amount to me from different banks it is very difficult to identify the account or the name of the sender
BOA,I can't type my otp on it.,1,2025-10-01,Google Play,i cant type my otp on it
BOA,"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,Google Play,most of bank apps in ethiopia are linked with ethiopian phone number i live in us permanently so when i open boa account i told them where i live and to link it with email address instead of phone as ethio phone number is not working where i live unfortunetly my fear appeared and now when i change my phone device it send the code to the ethio number which is not with me now so please when u develop bank apps consider the diaspora community to use ur apps
BOA,jaajja,4,2025-09-30,Google Play,jaajja
BOA,I love this bank the best experience ever.,5,2025-09-28,Google Play,i love this bank the best experience ever
BOA,"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,Google Play,nothing has been improved it doesnt work like the previous version
BOA,easy and fast,5,2025-09-24,Google Play,easy and fast
BOA,Great,5,2025-09-20,Google Play,great
BOA,mobile banking,5,2025-09-19,Google Play,mobile banking
BOA,"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,Google Play,need alot of connection chooses device very lug even when there is connection
BOA,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,Google Play,on my ios its perfect but on android it barley works and dont transfer and after a while it crushed and totally stopped working please fix the issue my beloved bank of abyssinia
BOA,since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,Google Play,since the last update i can open the app crashes a lot and omg its being very slow opening and loading
BOA,none,5,2025-09-14,Google Play,none
BOA,very good app i ever used,5,2025-09-12,Google Play,very good app i ever used
BOA,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,Google Play,its nice app especially the transaction limit is extended but we face that boa mbanking app doesnt respond at the activation stage strictly at smsng mobile phone please try this to make safe
BOA,zedo,5,2025-09-11,Google Play,zedo
BOA,please open my mobile app,5,2025-09-10,Google Play,please open my mobile app
BOA,it doesn't open,1,2025-09-10,Google Play,it doesnt open
BOA,masha alla,5,2025-09-08,Google Play,masha alla
BOA,Best banking transaction application in Ethiopia !,5,2025-09-05,Google Play,best banking transaction application in ethiopia
BOA,السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,Google Play,
BOA,tamaam kamal,1,2025-09-04,Google Play,tamaam kamal
BOA,በጣም ሐሪፍ,5,2025-09-03,Google Play,
BOA,great 👍,5,2025-09-02,Google Play,great
BOA,absiniya banki,5,2025-08-29,Google Play,absiniya banki
BOA,has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,Google Play,has issue after installation and i think it doesnt work with tecno common 30
BOA,One of the best in this business,5,2025-08-25,Google Play,one of the best in this business
BOA,besat🥰,5,2025-08-19,Google Play,besat
BOA,unlimited experience,5,2025-08-18,Google Play,unlimited experience
BOA,"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,Google Play,as bank u should at least hire someone good at their job bc this a joke nowadays i cant even log in or even transfer without it crashing if u fix the app i will update this review i am counting on u boa update so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way
BOA,very nice mobile banking app my favourite,5,2025-08-16,Google Play,very nice mobile banking app my favourite
BOA,"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,Google Play,it almost never boots up and even if it did it crashes immediately
BOA,best apps,5,2025-08-15,Google Play,best apps
BOA,the worst app ever to exist in a bank history,1,2025-08-15,Google Play,the worst app ever to exist in a bank history
BOA,thank you,5,2025-08-14,Google Play,thank you
BOA,Best mobile app in the country,5,2025-08-14,Google Play,best mobile app in the country
BOA,not fast,2,2025-08-12,Google Play,not fast
BOA,keeps freezing at the front page.,1,2025-08-10,Google Play,keeps freezing at the front page
BOA,it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,Google Play,it is not working on redminote 11 pro pls fix it
BOA,abseniya bank app,5,2025-08-08,Google Play,abseniya bank app
BOA,yes goode app,5,2025-08-03,Google Play,yes goode app
BOA,Great App,5,2025-08-02,Google Play,great app
BOA,1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,Google Play,1 crashes repeatedly 2 takes century to boot 3 repeatedly requires update which is very annoying 4 it doesnt ask for password for one step confirmation when transferring money 5 automatically stops music when the app is launched it doesnt really matter just fyi overall this have to be the worst mobile banking app i have tried so far and should not be released with all these bugs issues
BOA,ረጀብነሱ,1,2025-07-31,Google Play,
BOA,The Worst Mobile Banking App.,1,2025-07-31,Google Play,the worst mobile banking app
BOA,giod,5,2025-07-30,Google Play,giod
BOA,best bank in ethiopia,5,2025-07-29,Google Play,best bank in ethiopia
BOA,waqayyoo,5,2025-07-28,Google Play,waqayyoo
BOA,please is not working,2,2025-07-27,Google Play,please is not working
BOA,nothing when I need to install the Apk it say that re-up date,5,2025-07-25,Google Play,nothing when i need to install the apk it say that reup date
BOA,I can log in from any where,5,2025-07-23,Google Play,i can log in from any where
BOA,😇,3,2025-07-21,Google Play,
BOA,no proplem,5,2025-07-20,Google Play,no proplem
BOA,👍👍👍,5,2025-07-20,Google Play,
BOA,excellent app,5,2025-07-18,Google Play,excellent app
BOA,good work,5,2025-07-15,Google Play,good work
BOA,☹️,5,2025-07-15,Google Play,
BOA,Great BoA,5,2025-07-14,Google Play,great boa
BOA,Okay,4,2025-07-13,Google Play,okay
BOA,not working,1,2025-07-12,Google Play,not working
BOA,This App is Getting worse and worse with every update,2,2025-07-11,Google Play,this app is getting worse and worse with every update
BOA,ምርጥ ነው,1,2025-07-10,Google Play,
BOA,meku,5,2025-07-07,Google Play,meku
BOA,awasome app go a head,5,2025-07-04,Google Play,awasome app go a head
BOA,it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,Google Play,it sucks as hell it crashes most of the time and takes a long time to load
BOA,"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,Google Play,the app is nice and easy to use but after some time it crushed and said error check your device connectivity please fix it
BOA,Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,Google Play,easy and very nice app to load more than the previouse but in recent time some loading problem detected
BOA,"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,Google Play,the worst mba i have experienced the app crush frequently and they take to long to fix the problem even more than a week
BOA,amazing Banks App👌👌,3,2025-06-25,Google Play,amazing banks app
BOA,good App fore me,5,2025-06-25,Google Play,good app fore me
BOA,"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,Google Play,very uninterested its not working when the developer mode on i havent off the developer options i preferred to uninstall your app
BOA,fantastic,5,2025-06-22,Google Play,fantastic
BOA,it's nice to use.,5,2025-06-21,Google Play,its nice to use
BOA,app doesn't start,1,2025-06-21,Google Play,app doesnt start
BOA,Excellent application,5,2025-06-18,Google Play,excellent application
BOA,its very bad app its very slow,1,2025-06-17,Google Play,its very bad app its very slow
BOA,ብዙዬ ሺዋየ በለጠ,1,2025-06-15,Google Play,
BOA,Good job!,5,2025-06-13,Google Play,good job
BOA,best financial app.,5,2025-06-12,Google Play,best financial app
BOA,ቆንጆ ነው በርቱ,5,2025-06-11,Google Play,
BOA,the worst app humans ever created,1,2025-06-09,Google Play,the worst app humans ever created
BOA,it's not working,3,2025-06-05,Google Play,its not working
BOA,"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Google Play,hello im facing a problem with the boa mobile app every time i enter my phone number and password the app crashes and shows an error that says boamobile closed because this app has a bug i tried updating reinstalling and clearing cache but nothing worked please fix this bug in the next update i really need access to my account thank you
BOA,exceptional,5,2025-06-03,Google Play,exceptional
BOA,BoA Mobile good bank,5,2025-06-02,Google Play,boa mobile good bank
BOA,this is worest app 24/7 loading,1,2025-06-01,Google Play,this is worest app 247 loading
BOA,BoA system is confartable,5,2025-06-01,Google Play,boa system is confartable
BOA,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Google Play,this app for me is a waste of time it doesnt work i cant even long in and it really piss me off fix the problem
BOA,Good service.,3,2025-05-25,Google Play,good service
BOA,the app crush frequently,1,2025-05-24,Google Play,the app crush frequently
BOA,You guys keeps getting worst,1,2025-05-22,Google Play,you guys keeps getting worst
BOA,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Google Play,this app is a joke it crashes more than it works takes forever to load and half the features are just decorative at this point cant log in cant transfer money cant even check my balance without it bugging out to the developer are you actually trying to make this work or is this some kind of social experiment to test our patience did you build this in your sleep because it definitely looks like it if this is your idea of a functional app maybe consider a different career path
BOA,BoA,2,2025-05-20,Google Play,boa
BOA,but not opening on android,4,2025-05-19,Google Play,but not opening on android
BOA,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Google Play,worst app ever totally unreliable and it didnt work at all for the last 4 months
BOA,amazing,5,2025-05-18,Google Play,amazing
BOA,"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Google Play,this app does no work on samsung a51 it just gives a preview of the logo
BOA,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Google Play,i entered incorrect security question by mistake boa app lock pin forever why is there no other options i contacted different branchs more then 4times but they didnt able to solve this issue
BOA,liking this application good 👍,5,2025-05-07,Google Play,liking this application good
BOA,"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Google Play,this app future is good but there is problems with apps to reset and activate it which is difficult even to the branch staffs and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and otp sent not work
BOA,it's really good 👍,5,2025-04-23,Google Play,its really good
BOA,Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Google Play,bad app it stuck when you open and noting works
BOA,"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Google Play,the app isnt working after it asked me the password it starts loading but it doesnt open
BOA,It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Google Play,it keeps showing this pop up to turn off developer options even tho its off i had to turn on and then off to make it work this is a horrible experience and needs a fix asap plus kinda slow
BOA,yideg,1,2025-04-18,Google Play,yideg
BOA,great boa,5,2025-04-10,Google Play,great boa
BOA,boa of mobile backing,5,2025-04-09,Google Play,boa of mobile backing
BOA,faster bank of Abissinya,5,2025-04-08,Google Play,faster bank of abissinya
BOA,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Google Play,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug
BOA,it just doesn't work...so frustrating,1,2025-04-07,Google Play,it just doesnt workso frustrating
BOA,like,5,2025-04-06,Google Play,like
BOA,it's not work correctly... you must have update it,1,2025-04-06,Google Play,its not work correctly you must have update it
BOA,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Google Play,the app gets a considerable improvements like language qr scanner and unlimited transfers survice but boa please do alot on its fastness and convenient when we login and making a transactions
BOA,after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Google Play,after i typed in my password it says successfully logged out and goes back to the first page
BOA,good but they don't update enough don't add new things,3,2025-04-04,Google Play,good but they dont update enough dont add new things
BOA,it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Google Play,it doesnt work period z slowest mobile banking ever i would rather use 815
BOA,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Google Play,after activated the application it not allowed to sign automatically it is turn off in my phone why
BOA,good application,5,2025-03-30,Google Play,good application
BOA,this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Google Play,this version is not working for me i cannot even buy card i cannot send money
BOA,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Google Play,it cant actively on initialization it says incorrect otp getting the exact otp
BOA,always problematic hardly works,1,2025-03-26,Google Play,always problematic hardly works
BOA,considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,Google Play,considering the fact the bank is huge this app really bad you could do better
BOA,"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Google Play,worst app and bank ever u be ashamed scammer
BOA,great BoA,5,2025-03-22,Google Play,great boa
BOA,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Google Play,i have went to the bank so many times because i couldnt make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i cant make any transaction with it please work in that
BOA,there is no speed,1,2025-03-19,Google Play,there is no speed
BOA,"For anyone who wants to download it, just don't!!!",1,2025-03-19,Google Play,for anyone who wants to download it just dont
BOA,wonderful,5,2025-03-19,Google Play,wonderful
BOA,all worck,5,2025-03-19,Google Play,all worck
BOA,Loved it,5,2025-03-14,Google Play,loved it
BOA,Wow,1,2025-03-14,Google Play,wow
BOA,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Google Play,edit new bug app not letting me type in my otp codes shameful why does this app not allow me to use it while having developer options on did yall consider that i might perhaps be an actual developer why am i expected to toggle the option on and off just to bank restarting my phone when i do why is the message labled as somthing that will smoothen the experience this is like the most security consultant thing to implement in an app please invest in actual security not this mess
BOA,Improved to be the best,5,2025-03-11,Google Play,improved to be the best
BOA,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Google Play,decent but there problems sometimes it says error when i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we cant transfer money to others telebirr acc we only can to our self boe dev fix this
BOA,BoA Greqt Ethiopian bank.,5,2025-03-11,Google Play,boa greqt ethiopian bank
BOA,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Google Play,the bug is still therethe app crashes every time i try to log in especially in old phones like my galaxy a32
BOA,Almost better compared to cbe where it is not qualified for,4,2025-03-09,Google Play,almost better compared to cbe where it is not qualified for
BOA,what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Google Play,what awesome apps it is very simple to use and more much important apps
BOA,Wonderfull app,5,2025-03-08,Google Play,wonderfull app
BOA,i can't use this app why?,5,2025-03-07,Google Play,i cant use this app why
BOA,Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Google Play,worst mobile banking app i ever experienced i was blaming other apps but comparing with this theyre too much better it clashes it takes much longer time to login while loading in short its a complete of trash
BOA,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Google Play,bro the worst app made by human kind as a software engineer it make me so sad seeing enterprise as big as boa make apps like this it is a disgrace for our country
BOA,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Google Play,aga b girja miss language of admin afaan oromo other itoophiyaa languages
BOA,"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Google Play,i downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically what unserious bank now i uninstalled the app immediately
